Beruf,ocr,OhdAB_v,O_1,Normbezeichnungen,OhdAB,OhdAB_01,OhdAB_02,OhdAB_03,OhdAB_04,OhdAB_05,OhdAB_ind,Provenienz,V3,V4,V5
Wirt (zur Sündersbühlerpost),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt (zur Wegscheid),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt (zürn Elephanten),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt <z. Katzwangerhos),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt <z. Ritter v.Schmauß),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt <z. Stadt Förch-heim),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt <zum Lothringerhof),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt fz. deutschen Eiche),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt fz. goldnen Kugel),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt fz. Phonograpben),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt fz.Gravelotte),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt fzum Fenitzerplatz),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz- Johannisburg),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz- neuen Exerzierplatz),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. alten Beste),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Aug),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Büttnerstanz),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. fränkischen Hof),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. gold. Schühlcin),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. goldnen Engel),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Graf Moltke),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Harmonie),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Johanuispark),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Kaisergarten),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Kasino),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Münchner Kindl),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. roten Glocke),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Schtveizerhof),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Tuchcrhalle),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Viktoria-Halle),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lz. Walfisch),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt lzum Augustiner),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt Ritter Eppelein),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz Fleischbrücke),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. Frühliugsgarlen),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. gold. Schild),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. GrarMollkc),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. grünen Flur),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. grünen Tanne),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. Lichtenburg),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. neuen Markt-halle),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. Peter Heide),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. roten Roß) u. Biehhdlr.,,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. Schmiedsgarten),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. Schützengart.),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. Sendelsgarten),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. tiefen Keller),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. Weltenburg),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt sz. wilden Mann),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt szum goldncn Engel),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt szum neuen Kohlenhof),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Wirt szum Saitbersgarten),,B 63394-162,B,Wirt/in (Gastwirt/in),63394,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus","Tourismus-, Hotel- und Gaststättenberufe",Gastronomie,Aufsichts- und Führungskräfte - Gastronomie und Systemgastronomie,Führungskräfte - Gastronomie und Systemgastronomie,162,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
